centroid_lat,centroid_lon,label,CPC,DIRECCION,barrio_asignado
-31.44383,-64.15827,CENTRO VECINAL JOSE HERNANDEZÂ ,CHALET SAN FELIPE,TAPALQUE ESQ. MUTILOA Y ANDUEZAÂ ,JOSE HERNANDEZ
-31.44587,-64.15488,CENTRO VECINAL JARDIN DEL PILARÂ ,CHALET SAN FELIPEÂ ,CHASCOMUS ESQ. TRES ARROYOSÂ ,JARDIN DEL PILAR
-31.44668,-64.1357,CENTRO VECINAL LAS LILAS,CHALET SAN FELIPEÂ ,GABRIEL DE CEPEDA NÂ° 4092,JOSE IGNACIO DIAZ SECCION 1
-31.45675,-64.13325,CENTRO VECINAL SAN FELIPEÂ ,CHALET SAN FELIPEÂ ,ABARCA Y VELASCO NÂ° 4984,SAN FELIPE
-31.4639,-64.14354,CENTRO VECINAL RAMON J CARCANOÂ ,CHALET SAN FELIPEÂ ,PRUDENCIO MURGIONDO NÂ°4427,RAMON J CARCANO
-31.47723,-64.13844,CENTRO VECINAL EL QUEBRACHOÂ ,CHALET SAN FELIPEÂ ,JUAN CHARLONE NÂ° 5511,EL QUEBRACHO
-31.48151,-64.14286,CENTRO VECINAL CORONEL OLMEDO,CHALET SAN FELIPEÂ ,SANTIAGO DE LA CARRERA ESQ. PASCUAL RUIZ HIDOBRO,VILLA CORONEL OLMEDO
-31.448447,-64.138855,CENTRO VECINAL JOSE IGNACIO DIAZ SECCION 3,CHALET SAN FELIPE,CHIRINO DE POSADAS NÂ° 4630,AMPLIACION JOSE IGNACIO DIAZ SECCION 3
-31.463518,-64.109292,CENTRO VECINAL FERREYRA,CHALET SAN FELIPE,CIPRIANO PERELLO NÂ° 4372,FERREYRA
-31.439422,-64.135774,CENTRO VECINAL BENJAMIN POLICARPIO CABRAL Y TALLERES,CHALET SAN FELIPE,CARLOS GERVASONI NÂ° 2508,TALLERES SUD
-31.458835,-64.1297016,CENTRO VECINAL 23 DE ABRIL,CHALET SAN FELIPE,DIEGO DE FUNES Y SALINAS 3856,23 DE ABRIL
-31.489828,-64.080948,COMISION DE VECINOS 25 DE MAYO,CHALET SAN FELIPE,CUMBRES DE GASPAR MANZANA 11 CASA 4,25 DE MAYO
-31.44948,-64.16539,CENTRO VECINAL OÃAÂ ,JARDIN,PAMPAYASTA NÂ° 2295,ONA
-31.45819,-64.15955,CENTRO VECINAL OSN (OBRAS SANITARIAS),JARDIN,AV. CELSO BARRIOS NÂ°2857,OSN
-31.46331,-64.16011,CENTRO VECINAL CERVECEROS Y AMPLIACIONÂ ,JARDIN,RAMON VILLAFAÃE NÂ°2800,CERVECEROS
-31.450797,-64.159887,CENTRO VECINAL AMPLIACION SAN PABLO,JARDIN,OLAEN NÂ° 2728,AMPLIACION SAN PABLO
-31.46026,-64.18986,CENTRO VECINAL JARDIN HIPODROMO,JARDIN,EL VERONEZ NÂ° 4070,JARDIN HIPODROMO
-31.458345,-64.190142,CENTRO VECINAL KENNEDY Y AMPLIACION KENNEDY,JARDIN,JOSÃ BENATTI NÂ° 672,JARDIN HIPODROMO
-31.472509,-64.192175,CENTRO VECINAL SAN ANTONIO,JARDIN,EUGENIO DE IGARZABAL NÂ° 588,SAN ANTONIO
-31.45271,-64.16546,CENTRO VECINAL BIALET MASSE,JARDIN,LOS HORNILLOS NÂ°2300,BIALET MASSE
-31.44505,-64.17317,COMISION DE VECINOS VILLA REVOL,JARDIN,PJE BARRIENTOS ESQ. BRAGADO,VILLA REVOL
-31.4589,-64.16576,COMISION DE VECINOS SEP,JARDIN,CELSO BARRIOS NÂ°2222,SEP
-31.43069,-64.2107,CENTRO VECINAL RESIDENCIAL OLIVOS,RUTA 20,MINERVA S/NÂ°,RESIDENCIAL OLIVOS
-31.44442,-64.24721,CENTRO VECINAL VILLA ASPACIA,RUTA 20,RIGA ESQ. VICTOR MAUBECIN,VILLA ASPACIA
-31.41648,-64.236742,CENTRO VECINAL LOS JACARANDAES,RUTA 20,FRANCISCO DEL CARRILLO NÂ° 3838,LOS JACARANDAES
-31.410371,-64.254181,CENTRO VECINAL EL PUEBLITO,RUTA 20,JONAS LARGUIA NÂº 818,LAS VIOLETAS
-31.436189,-64.216736,CENTRO VECINAL PARQUE CAPITAL,RUTA 20,FITZ ROY ESQ. ACONQUIJA,PARQUE CAPITAL
-31.431237,-64.20668,CENTRO VECINAL BELLA VISTA,RUTA 20,RUFINO ZADA NÂ° 982,BELLA VISTA OESTE
-31.359911,-64.208526,CENTRO VECINAL NUEVO POETA LUGONES,MONSEÃOR PABLO CABRERA,GILBERTO HORACIO MOLINA ESQ. PEDRO F. CAVIA,POETA LUGONES
-31.357813,-64.218499,CENTRO VECINAL POETA LUGONES Y AMPLIACION POETA LUGONES,MONSEÃOR PABLO CABRERA,JOSE LEON PAGANO ESQ. AZOR GRIMAUT,AMPLIACION POETA LUGONES
-31.3497,-64.21898,COMISION DE VECINOS SPILIMBERGO NORTE,MONSEÃOR PABLO CABRERA,PUBLICA NÂ° 5602,LOS BOULEVARES
-31.355383,-64.22774,CENTRO VECINAL SANTA CECILIA,ARGUELLO,MANUEL ISIDORO GUTIERREZ ESQ. PABLO GAUGUIN,SANTA CECILIA
-31.323216,-64.264064,CENTRO VECINAL UOCRA,ARGUELLO,PLAZA UOCRA MALALCO Y MATRA,UOCRA
-31.325712,-64.268646,CENTRO VECINAL CERRO NORTE,ARGUELLO,PIEDRA LABRADA NÂ° 7750,VILLA 9 DE JULIO
-31.386335,-64.232314,CENTRO VECINAL URCA Y AMPLIACION URCA,ARGUELLO,PELAGIO LUNA ESQ. ADOLFO ORMA,PARQUE TABLADA
-31.336579,-64.309884,CENTRO VECINAL VILLA WARCALDE Y ALTO HERMOSO,ARGUELLO,BIEDMA RECALDE NÂ° 5984,EL BOSQUE
-31.3628,-64.253404,CENTRO VECINAL VILLA BELGRANO,ARGUELLO,PEDRO LAPLACE NÂ° 5006,PARQUE MODELO
-31.337939,-64.241148,CENTRO VECINAL SILVANO FUNES,ARGUELLO,ALVAREZ DE TOLEDO NÂ° 7200,BRIGADIER SAN MARTIN
-31.336629,-64.251598,COMISION DE VECINOS BLAS PASCAL Y NUEVO PROGRESO,ARGUELLO,"SALÃN CONSEJO TERRITORIAL SOBRE CALLE JULIO TRISTANI
",VILLA SILVANO FUNES
-31.411331,-64.21297,CENTRO VECINAL OBRERO,COLÃN,WENCESLAO TEJERINA ESQ. ANGEL AVALOS,OBRERO
-31.401168,-64.23249,CENTRO VECINAL SAN SALVADOR Y URITORCO,COLÃN,FRANCISCO DE PAULA OTERO NÂº 22,SAN SALVADOR
-31.388233,-64.241513,CENTRO VECINAL VILLA ALBERDI,COLÃN,INTENDENTE RAMON BAUTISTA MESTRE NÂº 5309,VILLA GENERAL URQUIZA
-31.390583,-64.240969,CENTRO VECINAL VILLA URQUIZA,COLÃN,LAVALLE ESQ. VELEZ MARICONDE,VILLA GENERAL URQUIZA
-31.45264,-64.263244,COMISION DE VECINOS SACCHI Y CARRARA,VILLA EL LIBERTADOR,AV. DONOSA NÂº 5833,SACHI
-31.45308,-64.07291,COMISION DE VECINOS QUINTAS DE CAPILLITA,EMPALME,CALLE PUBLICA S/NÂ°,ITUZAINGO ANEXO
-31.4632,-64.085588,"COMISION DE VECINOS ITUZAINGO I.P.V.
",EMPALME,LORENTZ ESQUINA ACCAME,ITUZAINGO ANEXO
-31.441416,-64.144005,CENTRO VECINAL JOSE IGNACIO DIAZ SECCION 1,CHALET SAN FELIPE,"DIEGO DE TORRES NÂ° 2619
",CORRAL DE PALOS
-31.439945,-64.148725,CENTRO VECINAL GENERAL URQUIZA,CHALET SAN FELIPE,TRISTAN NARVAJA 2566,URQUIZA
-31.415093,-64.156876,CENTRO VECINAL BAJO GENERAL PAZ,PUEYRREDÃN,4 DE FEBRERO NÂ° 1987,BAJO GENERAL PAZ
-31.39379,-64.06086,CENTRO VECINAL LA FLORESTA SUR,PUEYRREDÃN,LAS ORQUÃDEAS 9936,LA FLORESTA
-31.400677,-64.153667,CENTRO VECINAL PUEYRREDON ESTE,PUEYRREDÃN,MAXIMO VIRGOLINI ESQ. GARAY,HOGAR PROPIO
-31.38954,-64.10855,COMISION DE VECINOS ZEPA A,PUEYRREDÃN,CALLE PUBLICA S/N,ZEPA
-31.406975,-64.151817,COMISION DE VECINOS ALTO GENERAL PAZ,PUEYRREDÃN,PASAJE DE LA PLAZA ESQ. ACHUPALAS,HOGAR PROPIO
-31.364822,-64.149347,CENTRO VECINAL GENERAL MOSCONI,RANCAGUA,PEDRO NAON ESQ. GELLY Y OBES,GENERAL MOSCONI
-31.435956,-64.198775,CENTRO VECINAL CACERES,MERCADO DE LA CIUDAD,JUAN BAUTISTA GIL NÂº 360,COLINAS DE VELEZ SARSFIELD
-31.425113,-64.198103,CENTRO VECINAL GUEMES,MERCADO DE LA CIUDAD,ANGELO DE PEREDO ENTRE ARTURO M. BAS Y CORRO,OBSERVATORIO
-31.438533,-64.179081,CENTRO VECINAL ROGELIO MARTINEZ,MERCADO DE LA CIUDAD,"FELIX OLMEDO NÂ° 2393
",ROGELIO MARTINEZ
-31.336492,-64.172118,CENTRO VECINAL LICEO GENERAL PAZ,GUIÃAZÃ,AMALIA CELIA FIGUEREDO DE PIETRA NÂº 294,LOS HORNILLOS
-31.448105,-64.164061,CENTRO VECINAL RESIDENCIAL SAN CARLOS Y CABAÃAS DEL PILAR,JARDIN,CAMINIAGA ESQ. PIGÃE,ONA
-31.44456,-64.19096,CENTRO VECINAL SAN FERNANDO E IPONA,JARDIN,JUAN DE LOS SANTOS NÂ° 400,IPONA
-31.460808,-64.193793,CENTRO VECINAL AMPLIACION GENERAL ARTIGAS,JARDIN,WENCESLAO ESCALANTE NÂº 501,AMPLIACION GENERAL ARTIGAS
-31.465793,-64.185356,CENTRO VECINAL PARQUE ALAMEDA,JARDIN,16 DE OCTUBRE,PARQUE ALAMEDA
-31.340034,-64.271647,CENTRO VECINAL QUINTAS DE ARGUELLO Y ALBORADA,ARGUELLO,N/C,QUINTAS DE ARGUELLO
-31.346204,-64.264228,CENTRO VECINAL RESIDENCIAL ARGUELLO,ARGUELLO,N/C,ARGUELLO
-31.312778,-64.250278,CENTRO VECINAL 12 DE JULIO,ARGUELLO,N/C,CONSORCIO 16 DE NOVIEMBRE
-31.34157,-64.24175,CENTRO VECINAL SAN CAMILO,ARGUELLO,N/C,BRIGADIER SAN MARTIN
-31.341426,-64.276286,CENTRO VECINAL LASALLE Y VILLA SOLFERINO,ARGUELLO,N/C,VILLA SOLFERINO
-31.358214,-64.232246,CENTRO VECINAL ALEJANDRO CENTENO Y LOS ANGELESÂ ,ARGUELLO,N/C,ALEJANDRO CENTENO
-31.354572,-64.238307,CENTRO VECINAL PADRE CLARET,ARGUELLO,N/C,PADRE CLARET
-31.371269,-64.240127,CENTRO VECINAL VALLE DEL CERRO,ARGUELLO,N/C,VALLE DEL CERRO
-31.331212,-64.255913,CENTRO VECINAL ARGUELLO LOURDES,ARGUELLO,N/C,LOURDES
-31.341145,-64.23942,CENTRO VECINAL BRIGADIER SAN MARTIN,ARGUELLO,N/C,BRIGADIER SAN MARTIN
-31.371552,-64.234613,CENTRO VECINAL CERRO DE LAS ROSAS,ARGUELLO,N/C,CERRO DE LAS ROSAS
-31.350529,-64.285413,CENTRO VECINAL LA CAROLINA,ARGUELLO,N/C,LA CAROLINA
-31.320844,-64.267491,CENTRO VECINAL REMO COPELLO,ARGUELLO,N/C,DE LOS BIOQUIMICOS
-31.31454,-64.253777,CENTRO VECINAL VILLA CORNU ANEXO,ARGUELLO,N/C,CONSORCIO 16 DE NOVIEMBRE
-31.33959,-64.289316,CENTRO VECINAL SAN JOSE,ARGUELLO,N/C,SAN JOSE
-31.34724,-64.244074,CENTRO VECINAL GRANJA DE FUNES,ARGUELLO,N/C,GRANJA DE FUNES
-31.308527,-64.243942,COMISION DE VECINOS NUEVA ESPERANZA,ARGUELLO,N/C,EL CERRITO
-31.341175,-64.168949,CENTRO VECINAL EL CHINGOLO,GUIÃAZÃ,N/C,LOS CHINGOLOS
-31.326765,-64.162959,CENTRO VECINAL VILLA GRAN PARQUE,GUIÃAZÃ,N/C,VILLA GRAN PARQUE
-31.323165,-64.178495,CENTRO VECINAL MARIA LASTENIA,GUIÃAZÃ,N/C,MARIA LASTENIA
-31.312049,-64.176331,CENTRO VECINAL GUIÃAZU Y RECREO NORTE,GUIÃAZÃ,N/C,GUINAZU
-31.349738,-64.155655,CENTRO VECINAL LICEO PROCREAR,GUIÃAZU,N/C,PARQUE LICEO SECCION 1
-31.36297,-64.15833,CENTRO VECINAL CIUDAD JUAN PABLO II,CENTRO AMERICA,N/C,CIUDAD DE JUAN PABLO II
-31.359069,-64.181805,CENTRO VECINAL JUAN B. JUSTO,CENTRO AMERICA,N/C,JUAN B JUSTO
-31.376453,-64.18431,CENTRO VECINAL LA FRATERNIDAD,CENTRO AMERICA,N/C,LA FRATERNIDAD
-31.366189,-64.164129,CENTRO VECINAL LOS GIGANTES ANEXO,CENTRO AMERICA,N/C,IPV ANEXO LOS GIGANTES
-31.355081,-64.160707,CENTRO VECINAL PARQUE LICEO SECCION 2,CENTRO AMERICA,N/C,PARQUE LICEO SECCION 2
-31.36514,-64.180928,CENTRO VECINAL AMPLIACION PANAMERICANO,CENTRO AMERICA,N/C,AMPLIACION PANAMERICANO
-31.376571,-64.16342,CENTRO VECINAL AMPLIACION CENTRO AMERICA,CENTRO AMERICA,N/C,AMPLIACION RESIDENCIAL AMERICA
-31.402876,-64.186098,CENTRO VECINAL COFICO,CENTRO AMERICA,N/C,COFICO
-31.361476,-64.169062,CENTRO VECINAL LOS GIGANTES,CENTRO AMERICA,N/C,LOS GIGANTES
-31.425198,-64.184589,CENTRO VECINAL NUEVA CORDOBA,MERCADO DE LA CIUDAD,N/C,NUEVA CORDOBA
-31.416624,-64.183488,CENTRO VECINAL CENTRO,MERCADO DE LA CIUDAD,N/C,CENTRO
-31.3864,-64.212614,CENTRO VECINAL VILLA CABRERA,MONSEÃOR PABLO CABRERA,N/C,VILLA CABRERA
-31.381758,-64.211669,CENTRO VECINAL PARQUE CHACABUCO,MONSEÃOR PABLO CABRERA,N/C,PARQUE CHACABUCO
-31.354806,-64.194514,COMISION DE VECINOS HOGAR CLASE MEDIA MARQUES,MONSEÃOR PABLO CABRERA,N/C,JERONIMO LUIS DE CABRERA
-31.416284,-64.243093,CENTRO VECINAL VILLA AVALOS,RUTA 20,N/C,VILLA AVALOS
-31.4192,-64.2454,CENTRO VECINAL 6 DE AGOSTOÂ ,RUTA 20,N/C,VILLA AVALOS
-31.416639,-64.250948,CENTRO VECINAL VILLA MARTINEZ,RUTA 20,N/C,VILLA MARTINEZ
-31.427039,-64.252445,CENTRO VECINAL VILLA DE LA TELA,RUTA 20,N/C,ESCUELA DE SUBOFICIALES
-31.428154,-64.214932,CENTRO VECINAL PARQUE SAN FRANCISCO Y CAROLA LORENZINI,RUTA 20,N/C,CAROLA LORENZINI
-31.429382,-64.226827,CENTRO VECINAL LOS NARANJOS,RUTA 20,N/C,LOS NARANJOS
-31.42364,-64.214965,CENTRO VECINAL RESIDENCIAL SANTA ANA,RUTA 20,N/C,RESIDENCIAL SANTA ANA
-31.441621,-64.231635,COMISION DE VECINOS AMPLIACION BENJAMIN MATIENZO,RUTA 20,N/C,ROSEDAL ANEXO
-31.43549,-64.22613,COMISION DE VECINOS HOGAR CLASE MEDIA ROSEDAL,RUTA 20,N/C,ROSEDAL
-31.448631,-64.241222,COMISION DE VECINOS CIUDAD PARQUE LAS ROSAS,RUTA 20,N/C,CIUDAD PARQUE LAS ROSAS
-31.429045,-64.159429,CENTRO VECINAL MAIPÃ 2 SECCION,EMPALME,N/C,MAIPU SECCION 2
-31.46597,-64.07687,CENTRO VECINAL ITUZAINGO ECOTIERRA,EMPALME,N/C,ITUZAINGO ANEXO
-31.49009,-64.06765,COMISION DE VECINOS QUINTAS DE FERREYRA,EMPALME,N/C,25 DE MAYO
-31.48813,-64.07476,CENTRO VECINAL 27 DE OCTUBRE,EMPALME,N/C,25 DE MAYO
-31.43925,-64.10821,CENTRO VECINAL 16 DE ABRIL,RANCAGUA,N/C,COOPERATIVA LA HERMOSA
-31.46535,-64.08171,COMISION DE VECINOS BEATRIZ CAMINOS,EMPALME,N/C,ITUZAINGO ANEXO
-31.436943,-64.153418,CENTRO VECINAL COLON,EMPALME,N/C,COLON
-31.43505,-64.159772,CENTRO VECINAL MAIPÃ 1 SECCION,EMPALME,N/C,MAIPU SECCION 1
-31.443086,-64.111878,CENTRO VECINAL AMPLIACION 1 DE MAYO,EMPALME,N/C,AMPLIACION PRIMERO DE MAYO
-31.44524,-64.08809,CENTRO VECINAL SAN JOSE SUDESTE,EMPALME,N/C,BETANIA
-31.455833,-64.090278,CENTRO VECINAL 20 DE JULIO,EMPALME,N/C,BETANIA
-31.472068,-64.089531,CENTRO VECINAL ITUZAINGO II,EMPALME,N/C,ITUZAINGO II
-31.429643,-64.107688,COMISION DE VECINOS VILLA BOEDO,EMPALME,N/C,BOEDO
-31.469505,-64.08341,COMISION DE VECINOS LOS FRESNOS,EMPALME,N/C,LOS FRESNOS
-31.449565,-64.109604,COMISION DE VECINOS CIUDAD EVITA,EMPALME,N/C,CIUDAD EVITA
-31.441652,-64.076948,COMISION DE VECINOS EMANUEL,EMPALME,N/C,BETANIA
-31.472799,-64.081776,COMISION DE VECINOS PARQUE ITUZAINGO,EMPALME,N/C,LOS FRESNOS
-31.443383,-64.095475,CENTRO VECINAL COOPERATIVA SAN JOSE,EMPALME,N/C,CAMINO A VILLA POSSE
-31.438335,-64.115512,CENTRO VECINAL 1 DE MAYO SECTOR SUD ESTE,EMPALME,N/C,1 DE MAYO
-31.428953,-64.111146,COMISION DE VECINOS LA UNIDAD,SAN VICENTE,N/C,COOPERATIVA LA UNIDAD
-31.408074,-64.13466,COMISION DE VECINOS CAMPO DE RIVERA,SAN VICENTE,N/C,MAULLER
-31.406087,-64.260064,CENTRO VECINAL LA TOMA,COLÃN,N/C,LA TOMA
-31.417252,-64.224242,CENTRO VECINAL COMANDANTE ESPORA,COLÃN,N/C,COMANDANTE ESPORA
-31.395951,-64.214201,CENTRO VECINAL MARECHAL,COLÃN,N/C,MARECHAL
-31.398229,-64.248652,CENTRO VECINAL TEODORO FELS,COLÃN,N/C,TEODORO FELDS
-31.366681,-64.281054,CENTRO VECINAL VALLE ESCONDIDO,COLÃN,N/C,ROCIO
-31.409732,-64.235512,CENTRO VECINAL PUENTE BLANCO,COLÃN,N/C,PUENTE BLANCO
-31.408951,-64.237546,CENTRO VECINAL LAS DALIAS,COLÃN,N/C,LAS DALIAS
-31.381241,-64.267616,COMISION DE VECINOS NUEVO URCA,COLÃN,N/C,NUEVO URCA
-31.409234,-64.232128,CENTRO VECINAL DR. RENE FAVALORO,COLÃN,N/C,RENE FAVALORO
-31.329321,-64.141756,CENTRO VECINAL VILLA RETIRO,RANCAGUA,N/C,VILLA RETIRO
-31.374847,-64.130763,CENTRO VECINAL ARTURO CAPDEVILA,RANCAGUA,N/C,QUINTAS DE SAN JORGE
-31.366334,-64.140372,CENTRO VECINAL PATRICIOS NORTE,RANCAGUA,N/C,PATRICIOS NORTE
-31.35707,-64.130347,CENTRO VECINAL DE LOS CUARTETOS - 29 DE MAYO,RANCAGUA,N/C,CIUDAD DE LOS CUARTETOS
-31.37274,-64.07796,COMISION DE VECINOS 1 DE JULIO,RANCAGUA,N/C,GENERAL ARENALES
-31.403704,-64.064366,COMISION DE VECINOS CIUDAD MI ESPERANZA,PUEYRREDÃN,N/C,CIUDAD MI ESPERANZA
-31.403611,-64.150833,CENTRO VECINAL BARRANCA YACO,PUEYRREDÃN,N/C,HOGAR PROPIO
-31.388032,-64.097746,COMISION DE VECINOS NUESTRO HOGAR II,PUEYRREDÃN,N/C,NUESTRO HOGAR II
-31.389662,-64.104223,COMISION DE VECINOS ZEPA B,PUEYRREDÃN,N/C,ZEPA
-31.415517,-64.145379,CENTRO VECINAL BAJADA DE PIEDRA,PUEYRREDÃN,N/C,BAJADA DE PIEDRA
-31.451471,-64.224463,COMISION DE VECINOS COOPERATIVA LOS MANANTIALES 2,VILLA EL LIBERTADOR,N/C,SMATA
-31.465309,-64.240155,CENTRO VECINAL SAN PEDRO NOLASCO,VILLA EL LIBERTADOR,N/C,SAN PEDRO NOLASCO
-31.459304,-64.212211,CENTRO VECINAL PARQUE LATINO,VILLA EL LIBERTADOR,N/C,PARQUE LATINO
-31.477981,-64.248049,CENTRO VECINAL VICOR,VILLA EL LIBERTADOR,N/C,VICOR
-31.448035,-64.208635,CENTRO VECINAL RESIDENCIAL VELEZ SARSFIELD,VILLA EL LIBERTADOR,N/C,RESIDENCIAL VELEZ SARSFIELD
-31.463028,-64.249714,CENTRO VECINAL COLINA LOS PINOS,VILLA EL LIBERTADOR,N/C,SAN PEDRO NOLASCO
-31.48345,-64.2302,COMISION DE VECINOS HOGAR CLASE MEDIA CABILDO,VILLA EL LIBERTADOR,N/C,CIUDAD AMPLIACION CABILDO
-31.486214,-64.224874,COMISION DE VECINOS VALLE CERCANO,VILLA EL LIBERTADOR,N/C,CIUDAD AMPLIACION CABILDO
-31.475453,-64.25171,COMISION DE VECINOS HEROES DE MALVINAS,VILLA EL LIBERTADOR,N/C,VICOR
-31.453446,-64.22243,COMISION DE VECINOS SMATA,VILLA EL LIBERTADOR,N/C,SMATA
-31.466666,-64.216222,CENTRO VECINAL LOS OLMOS SUD,VILLA EL LIBERTADOR,N/C,LOS OLMOS SUD
-31.482457,-64.249991,CENTRO VECINAL KAIROS,VILLA EL LIBERTADOR,N/C,KAIROS
-31.443597,-64.211588,CENTRO VECINAL FERRER,VILLA EL LIBERTADOR,N/C,FERRER
-31.484403,-64.227909,COMISION DE VECINOS CIUDAD AMPLIACION CABILDO,VILLA EL LIBERTADOR,N/C,CIUDAD AMPLIACION CABILDO
-31.472602,-64.242154,COMISION DE VECINOS COMUNIDAD RENAULT,VILLA EL LIBERTADORÂ ,N/C,SANTA ISABEL SECCION 3
-31.455718,-64.14661,CENTRO VECINAL 4 DE FEBRERO Y C. SAN ESTEBAN,CHALET SAN FELIPE,N/C,4 DE FEBRERO
-31.444551,-64.161081,CENTRO VECINAL SAN PABLO Y PARQUE SAN CARLOS,CHALET SAN FELIPE,N/C,SAN PABLO
-31.45024,-64.146592,CENTRO VECINAL JOSE IGNACIO DIAZ SECCION 2,CHALET SAN FELIPE,N/C,AMPLIACION JOSE IGNACIO DIAZ SECCION 2
-31.443333,-64.128056,COMISION DE VECINOS LOS ANDES Y EL RENUEVO,CHALET SAN FELIPE,N/C,LAS LILAS
-31.477096,-64.138292,COMISION DE VECINOS SAN LUCAS,CHALET SAN FELIPE,N/C,EL QUEBRACHO
-31.446371,-64.150064,COMISION DE VECINOS MARCOS SASTRE,CHALET SAN FELIPE,N/C,MARCOS SASTRE
-31.492012,-64.145476,COMISION DE VECINOS IPV CAMINO 60 CUADRAS,CHALET SAN FELIPE,N/C,BH_CAMINO A 60 CUADRAS
-31.473532,-64.11904,COMISION DE VECINOS CIUDAD AMPLIACION FERREYRA,CHALET SAN FELIPE,N/C,CIUDAD AMPLIACION FERREYRA
-31.489276,-64.098447,COMISION DE VECINOS ESTACION FERREYRA,,,25 DE MAYO
-31.481911,-64.17687,CENTRO VECINAL VILLA EUCARISTICA,JARDIN,N/C,VILLA EUCARISTICA
-31.51771,-64.176012,CENTRO VECINAL COOPERATIVA SAN CARLOS,JARDIN,N/C,EL VIEJO ALGARROBO
-31.455674,-64.164605,CENTRO VECINAL JARDIN DEL SUD,JARDIN,N/C,JARDIN DEL SUD
-31.513056,-64.194722,CENTRO VECINAL VILLA RIVADAVIA ANEXO A,JARDIN,N/C,VILLA RIVADAVIA
-31.450803,-64.172716,CENTRO VECINAL JARDIN ESPINOSA Y AMPLIACION JARDIN ESPINOSA,JARDIN,N/C,JARDIN ESPINOSA
-31.445817,-64.181395,CENTRO VECINAL JARDIN,JARDIN,N/C,JARDIN
-31.454076,-64.182501,CENTRO VECINAL JOCKEY CLUB,JARDIN,N/C,JOCKEY CLUB
-31.459146,-64.15223,COMISION DE VECINOS DOCENTE,JARDIN,N/C,DE LOS DOCENTES
-31.470818,-64.149176,COMISION DE VECINOS NUESTRO HOGAR I,JARDIN,N/C,NUESTRO HOGAR I
-31.4716,-64.19436,COMISION DE VECINOS 2 DE ABRIL,JARDIN,N/C,LAS HUERTILLAS
-31.471056,-64.196231,COMISION DE VECINOS LAS HUERTILLAS,JARDIN,N/C,LAS HUERTILLAS
-31.504986,-64.19396,COMISION DE VECINOS CIUDAD OBISPO ANGELELLI 2,JARDIN,N/C,CIUDAD OBISPO ANGELELLI
-31.477349,-64.191811,CENTRO VECINAL INAUDI,VILLA EL LIBERTADOR,N/C,INAUDI
-31.480142,-64.194599,COMISION DE VECINOS POSTA DE VARGAS,JARDIN,N/C,POSTA DE VARGAS
-31.500884,-64.20676,COMISION DE VECINOS NUESTRO HOGAR III,JARDIN,N/C,NUESTRO HOGAR III
-31.460108,-64.16989,COMISION DE VECINOS VILLA SAN CARLOS,JARDIN,N/C,VILLA SAN CARLOS
-31.46228,-64.15473,COMISION DE VECINOS SAN CARLOS DE HORIZONTEÂ ,JARDIN,N/C,DE LOS DOCENTES
-31.497056,-64.202151,CENTRO VECINAL COOPERATIVA LA ESPERANZA SUR,JARDIN,N/C,NUESTRO HOGAR III
-31.387410508695663,-64.17629268985507,NÂº1- CENTRO AMERICA,,,GENERAL BUSTOS
-31.36909348979592,-64.20811596683677,NÂº2-Â MONSEÃOR PABLO CABRERA,,,LAS MAGNOLIAS
-31.36368952424637,-64.25680774442985,NÂº3- ARGUELLO,,,CAMPING GRL SAN MARTIN
-31.36981598279566,-64.25423675483874,NÂº4- COLON,,,FERIAR
-31.42393969552238,-64.24430269552242,NÂº5- RUTA 20,,,RESIDENCIAL SAN ROQUE
-31.460717537190053,-64.23078409090914,NÂº6- VILLA EL LIBERTADOR,,,SOLARES DE SANTA MARIA- ALTOS DE MANANTIALES
-31.41793011884548,-64.09722631578941,NÂº7-Â EMPALME,,,MIRALTA
-31.411960966948858,-64.11674697259153,NÂº8- PUEYRREDON,,,COLONIA LOLA
-31.35320264560439,-64.12493445879119,NÂº9- RANCAGUA,,,CIUDAD DE LOS CUARTETOS
-31.415566739910325,-64.18633789237668,NÂº10- MERCADO DE LA CIUDAD,,,CENTRO
-31.33552505468751,-64.1621252890625,NÂº11-Â GUIÃAZU,,,LICEO GENERAL PAZ
-31.41415015902968,-64.14024046630728,NÂº12- CENTRO CULTURAL SAN VICENTE,,,MAULLER
-31.459652964912287,-64.13232518421052,NÂº13- CHALET SAN FELIPE,,,JOSE I RUCCI
-31.48323545508985,-64.18221275449099,NÂº14- JARDÃNÂ ,,,VILLA EUCARISTICA
